Original Sentence,Sentiment
昭王乃遗赵王书曰：王之弟在秦，范君之仇魏齐在平原君之家。,1
王使人疾持其头来；不然，吾举兵而伐赵，又不出王之弟于关。,0
赵孝成王乃发卒围平原君家，急，魏齐夜亡出，见赵相虞卿。,1
虞卿度赵王终不可说，乃解其相印，与魏齐亡。,1
间行，念诸侯莫可以急抵者，乃复走大梁，欲因信陵君以走楚。,1
信陵君闻之，畏秦，犹豫未肯见，曰：虞卿何如人也？,1
时侯嬴在旁，曰：人固未易知，知人亦未易也。,1
夫虞卿蹑蹻檐簦，一见赵王，赐白璧一双，黄金百镒；再见，拜为上卿；三见，卒受相印，封万户侯。,1
当此之时，天下争知之。,1
夫魏齐穷困过虞卿，虞卿不敢重爵禄之尊，解相印，捐万户侯而间行。,1
急士之穷而归公子，公子曰‘何如人’。,1
人固不易知，知人亦未易也！,1
信陵君大惭，驾如野迎之。,1
魏齐闻信陵君之初难见之，怒而自刭。,1
赵王闻之，卒取其头予秦。,1
秦昭王乃出平原君归赵。,1
昭王四十三年，秦攻韩汾陉，拔之，因城河上广武。,1
后五年，昭王用应侯谋，纵反间卖赵，赵以其故，令马服子代廉颇将。,1
秦大破赵于长平，遂围邯郸。,1
已而与武安君白起有隙，言而杀之。,1
任郑安平，使击赵。,1
郑安平为赵所围，急，以兵二万人降赵。,1
应侯席稾请罪。,1
秦之法，任人而所任不善者，各以其罪罪之。,1
于是应侯罪当收三族。,1
秦昭王恐伤应侯之意，乃下令国中：有敢言郑安平事者，以其罪罪之。,1
而加赐相国应侯食物日益厚，以顺适其意。,1
后二岁，王稽为河东守，与诸侯通，坐法诛。,1
而应侯日益以不怿。,0
昭王临朝叹息，应侯进曰：臣闻‘主忧臣辱，主辱臣死’。,0
今大王中朝而忧，臣敢请其罪。,1
昭王曰：吾闻楚之铁剑利而倡优拙。,1
夫铁剑利则士勇，倡优拙则思虑远。,1
夫以远思虑而御勇士，吾恐楚之图秦也。,1
夫物不素具，不可以应卒，今武安君既死，而郑安平等畔，内无良将而外多敌国，吾是以忧。,0
欲以激励应侯。,1
应侯惧，不知所出。,1
蔡泽闻之，往入秦也。,1
蔡泽者，燕人也。,1
游学干诸侯小大甚众，不遇。,1
而从唐举相，曰：吾闻先生相李兑，曰‘百日之内持国秉’，有之乎？,1
曰：有之。,1
曰：若臣者何如？,1
唐举孰视而笑曰：先生曷鼻，巨肩，魋颜，蹙齃，膝挛。,1
吾闻圣人不相，殆先生乎？,1
蔡泽知唐举戏之，乃曰：富贵吾所自有，吾所不知者寿也，愿闻之。,1
唐举曰：先生之寿，从今以往者四十三岁。,1
蔡泽笑谢而去，谓其御者曰：吾持粱刺齿肥，跃马疾驱，怀黄金之印，结紫绶于要，揖让人主之前，食肉富贵，四十三年足矣。,1
去之赵，见逐。,1
之韩、魏，遇夺釜鬲于涂。,1
闻应侯任郑安平、王稽皆负重罪于秦，应侯内惭，蔡泽乃西入秦。,1
将见昭王，使人宣言以感怒应侯曰：燕客蔡泽，天下雄俊弘辩智士也。,1
彼一见秦王，秦王必困君而夺君之位。,1
应侯闻，曰：五帝三代之事，百家之说，吾既知之，众口之辩，吾皆摧之，是恶能困我而夺我位乎？,1
使人召蔡泽。,1
蔡泽入，则揖应侯。,1
应侯固不快，及见之，又倨，应侯因让之曰：子尝宣言欲代我相秦，宁有之乎？,1
对曰：然。,1
应侯曰：请闻其说。,1
蔡泽曰：吁，君何见之晚也！,0
夫四时之序，成功者去。,1
夫人生百体坚强，手足便利，耳目聪明而心圣智，岂非士之愿与？,1
应侯曰：然。,1
蔡泽曰：质仁秉义，行道施德，得志于天下，天下怀乐敬爱而尊慕之，皆愿以为君王，岂不辩智之期与？,1
应侯曰：然。,1
蔡泽复曰：富贵显荣，成理万物，使各得其所；性命寿长，终其天年而不夭伤；天下继其统，守其业，传之无穷；名实纯粹，泽流千里，世世称之而无绝，与天地终始：岂道德之符而圣人所谓吉祥善事者与？,2
应侯曰：然。,1
蔡泽曰：若夫秦之商君，楚之吴起，越之大夫种，其卒然亦可愿与？,1
应侯知蔡泽之欲困己以说，复谬曰：何为不可？,1
夫公孙鞅之事孝公也，极身无贰虑，尽公而不顾私；设刀锯以禁奸邪，信赏罚以致治；披腹心，示情素，蒙怨咎，欺旧友，夺魏公子卬，安秦社稷，利百姓，卒为秦禽将破敌，攘地千里。,1
吴起之事悼王也，使私不得害公，谗不得蔽忠，言不取苟合，行不取苟容，不为危易行，行义不辟难，然为霸主强国，不辞祸凶。,1
大夫种之事越王也，主虽困辱，悉忠而不解，主虽绝亡，尽能而弗离，成功而弗矜，贵富而不骄怠。,1
若此三子者，固义之至也，忠之节也。,2
是故君子以义死难，视死如归；生而辱不如死而荣。,1
士固有杀身以成名，唯义之所在，虽死无所恨。,1
何为不可哉？,1
蔡泽曰：主圣臣贤，天下之盛福也；君明臣直，国之福也；父慈子孝，夫信妻贞，家之福也。,2
故比干忠而不能存殷，子胥智而不能完吴，申生孝而晋国乱。,0
是皆有忠臣孝子，而国家灭乱者，何也？,1
无明君贤父以听之，故天下以其君父为僇辱而怜其臣子。,0
今商君、吴起、大夫种之为人臣，是也；其君，非也。,1
故世称三子致功而不见德，岂慕不遇世死乎？,0
夫待死而后可以立忠成名，是微子不足仁，孔子不足圣，管仲不足大也。,1
夫人之立功，岂不期于成全邪？,1
身与名俱全者，上也。,1
名可法而身死者，其次也。,1
名在僇辱而身全者，下也。,1
于是应侯称善。,1
蔡泽少得间，因曰：夫商君、吴起、大夫种，其为人臣尽忠致功则可愿矣，闳夭事文王，周公辅成王也，岂不亦忠圣乎？,1
以君臣论之，商君、吴起、大夫种其可愿孰与闳夭、周公哉？,1
应侯曰：商君、吴起、大夫种弗若也。,1
蔡泽曰：然则君之主慈仁任忠，惇厚旧故，其贤智与有道之士为胶漆，义不倍功臣，孰与秦孝公、楚悼王、越王乎？,1
应侯曰：未知何如也。,1
蔡泽曰：今主亲忠臣，不过秦孝公、楚悼王、越王，君之设智，能为主安危修政，治乱强兵，批患折难，广地殖谷，富国足家，强主，尊社稷，显宗庙，天下莫敢欺犯其主，主之威盖震海内，功彰万里之外，声名光辉传于千世，君孰与商君、吴起、大夫种？,1
应侯曰：不若。,1
蔡泽曰：今主之亲忠臣不忘旧故不若孝公、悼王、句践，而君之功绩爱信亲幸又不若商君、吴起、大夫种，然而君之禄位贵盛，私家之富过于三子，而身不退者，恐患之甚于三子，窃为君危之。,0
语曰‘日中则移，月满则亏’。,1
物盛则衰，天地之常数也。,1
进退盈缩，与时变化，圣人之常道也。,1
故‘国有道则仕，国无道则隐’。,1
圣人曰‘飞龙在天，利见大人’。,1
‘不义而富且贵，于我如浮云’。,1
今君之怨已雠而德已报，意欲至矣，而无变计，窃为君不取也。,1
且夫翠、鹄、犀、象，其处势非不远死也，而所以死者，惑于饵也。,1
苏秦、智伯之智，非不足以辟辱远死也，而所以死者，惑于贪利不止也。,1
是以圣人制礼节欲，取于民有度，使之以时，用之有止，故志不溢，行不骄，常与道俱而不失，故天下承而不绝。,1
昔者齐桓公九合诸侯，一匡天下，至于葵丘之会，有骄矜之志，畔者九国。,0
吴王夫差兵无敌于天下，勇强以轻诸侯，陵齐晋，故遂以杀身亡国。,1
夏育、太史噭叱呼骇三军，然而身死于庸夫。,1
此皆乘至盛而不返道理，不居卑退处俭约之患也。,1
夫商君为秦孝公明法令，禁奸本，尊爵必赏，有罪必罚，平权衡，正度量，调轻重，决裂阡陌，以静生民之业而一其俗，劝民耕农利土，一室无二事，力田稸积，习战陈之事，是以兵动而地广，兵休而国富，故秦无敌于天下，立威诸侯，成秦国之业。,1
功已成矣，而遂以车裂。,2
楚地方数千里，持戟百万，白起率数万之师以与楚战，一战举鄢郢以烧夷陵，再战南并蜀汉。,0
又越韩、魏而攻强赵，北坑马服，诛屠四十余万之众，尽之于长平之下，流血成川，沸声若靁，遂入围邯郸，使秦有帝业。,1
楚、赵天下之强国而秦之仇敌也，自是之后，楚、赵皆慑伏不敢攻秦者，白起之势也。,1
身所服者七十余城，功已成矣，而遂赐剑死于杜邮。,1
吴起为楚悼王立法，卑减大臣之威重，罢无能，废无用，损不急之官，塞私门之请，一楚国之俗，禁游客之民，精耕战之士，南收杨越，北并陈、蔡，破横散从，使驰说之士无所开其口，禁朋党以励百姓，定楚国之政，兵震天下，威服诸侯。,1
功已成矣，而卒枝解。,1
大夫种为越王深谋远计，免会稽之危，以亡为存，因辱为荣，垦草入邑，辟地殖谷，率四方之士，专上下之力，辅句践之贤，报夫差之雠，卒擒劲吴，令越成霸。,0
功已彰而信矣，句践终负而杀之。,1
此四子者，功成不去，祸至于此。,1
此所谓信而不能诎，往而不能返者也。,1
范蠡知之，超然辟世，长为陶朱公。,1
君独不观夫博者乎？,1
或欲大投，或欲分功，此皆君之所明知也。,1
今君相秦，计不下席，谋不出廊庙，坐制诸侯，利施三川，以实宜阳，决羊肠之险。塞太行之道，又斩范、中行之涂，六国不得合从。,1
栈道千里，通于蜀汉，使天下皆畏秦，秦之欲得矣，君之功极矣，此亦秦之分功之时也。,1
如是而不退，则商君、白公、吴起、大夫种是也。,1
吾闻之，‘鉴于水者见面之容，鉴于人者知吉与凶’。,1
《书》曰‘成功之下，不可久处’。,1
四子之祸，君何居焉？,1
君何不以此时归相印，让贤者而授之，退而岩居川观，必有伯夷之廉，长为应侯，世世称孤，而有许由、延陵季子之让，乔松之寿，孰与以祸终哉？,1
即君何居焉？,1
忍不能自离，疑不能自决，必有四子之祸矣。,0
《易》曰‘亢龙有悔’，此言上而不能下，信而不能诎，往而不能自返者也。,1
愿君孰计之！,1
应侯曰：善。,1
吾闻‘欲而不知足，失其所以欲；有而不知止，失其所以有’。,1
先生幸教，睢敬受命。,1
于是乃延入坐，为上客。,1
后数日，入朝，言于秦昭王曰：客新有从山东来者曰蔡泽，其人辩士，明于三王之事，五伯之业，世俗之变，足以寄秦国之政。,1
臣之见人甚众，莫及，臣不如也。,1
臣敢以闻。,1
秦昭王召见，与语，大说之，拜为客卿。,1
应侯因谢病请归相印。,1
昭王强起应侯，应侯遂称病笃。,1
范睢免相，昭王新说蔡泽计画，遂拜为秦相，东收周室。,1
蔡泽相秦数月，人或恶之，惧诛，乃谢病归相印，号为纲成君。,1
居秦十余年，事昭王、孝文王、庄襄王。,1
卒事始皇帝，为秦使于燕，三年而燕使太子丹入质于秦。,1
太史公曰：韩子称长袖善舞，多钱善贾，信哉是言也！,1
范睢、蔡泽世所谓一切辩士，然游说诸侯至白首无所遇者，非计策之拙，所为说力少也。,1
及二人羁旅入秦，继踵取卿相，垂功于天下者，固彊弱之势异也。,1
然士亦有偶合，贤者多如此二子，不得尽意，岂可胜道哉！,1
然二子不困厄，恶能激乎？,1
乐毅者，其先祖曰乐羊。,1
乐羊为魏文侯将，伐取中山，魏文侯封乐羊以灵寿。,1
乐羊死，葬于灵寿，其后子孙因家焉。,1
中山复国，至赵武灵王时复灭中山，而乐氏后有乐毅。,1
乐毅贤，好兵，赵人举之。,1
及武灵王有沙丘之乱，乃去赵适魏。,1
闻燕昭王以子之之乱而齐大败燕，燕昭王怨齐，未尝一日而忘报齐也。,0
燕国小，辟远，力不能制，于是屈身下士，先礼郭隗以招贤者。,2
乐毅于是为魏昭王使于燕，燕王以客礼待之。,1
乐毅辞让，遂委质为臣，燕昭王以为亚卿，久之。,1
当是时，齐湣王彊，南败楚相唐眜于重丘，西摧三晋于观津，遂与三晋击秦，助赵灭中山，破宋，广地千余里。,1
与秦昭王争重为帝，已而复归之。,1
诸侯皆欲背秦而服于齐。,1
湣王自矜，百姓弗堪。,0
于是燕昭王问伐齐之事。,1
乐毅对曰：齐，霸国之余业也，地大人众，未易独攻也。,1
王必欲伐之，莫如与赵及楚、魏。,1
于是使乐毅约赵惠文王，别使连楚、魏，令赵嚪说秦以伐齐之利。,1
诸侯害齐湣王之骄暴，皆争合从与燕伐齐。,1
乐毅还报，燕昭王悉起兵，使乐毅为上将军，赵惠文王以相国印授乐毅。,1
乐毅于是并护赵、楚、韩、魏、燕之兵以伐齐，破之济西。,1
诸侯兵罢归，而燕军乐毅独追，至于临菑。,1
齐湣王之败济西，亡走，保于莒。,1
乐毅独留徇齐，齐皆城守。,1
乐毅攻入临菑，尽取齐宝财物祭器输之燕。,1
燕昭王大说，亲至济上劳军，行赏飨士，封乐毅于昌国，号为昌国君。,1
于是燕昭王收齐卤获以归，而使乐毅复以兵平齐城之不下者。,1
乐毅留徇齐五岁，下齐七十余城，皆为郡县以属燕，唯独莒、即墨未服。,1
会燕昭王死，子立为燕惠王。,1
惠王自为太子时尝不快于乐毅，及即位，齐之田单闻之，乃纵反间于燕，曰：齐城不下者两城耳。,1
然所以不早拔者，闻乐毅与燕新王有隙，欲连兵且留齐，南面而王齐。,1
齐之所患，唯恐他将之来。,1
于是燕惠王固已疑乐毅，得齐反间，乃使骑劫代将，而召乐毅。,1
